ATS,Location Code,Location Name,Latitude,Longitude,ATS System Code,BEDS Number,Managed By Name,Location Type Description,Location Category Description,Grades,Grades Final,Open Date,Status Description,Building Code,Primary Address,City,State Code,Zip,Borough Block Lot,Census Tract,Community District,Council District,NTA,NTA_Name,Principal Name,Principal Title,Principal Phone Number,Fax Number,Geographical District Code,Administrative District Code,Administrative District Location Code,Administrative District Name,Community School Sup Name,HighSchool Network Location Code,HighSchool Network Name,HighSchool Network Superintendent,HighSchool Network Superintendent Email,BCO Location Code,in_LCGMS,geometry,BAP Rating,Accessibility Description,BAP Full URL,accessibility_match_status
19K639,K639,Brooklyn Lab School,40.693002,-73.869305,19K639,331900011639.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2008,Open,K420,999 JAMAICA AVENUE,BROOKLYN,NY,11208.0,3040940001.0,118000.0,305.0,37.0,BK99,park-cemetery-etc-Brooklyn,Gerard Henry,Principal,718-235-3592,718-235-4028,19.0,19.0,HS05,,,HS05,HS Network 05 Superintendent Office,"ROSS, JANICE",JRoss11@schools.nyc.gov,KFSN,True,POINT (-8223093.4179 4967164.443599999),8.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EcxONJLKVYJEvfM_V2Su4ZcBVLt3TygyXlTze8W2HOhfVQ,Complete (Current)
18K642,K642,Urban Action Academy,40.640543,-73.898601,18K642,331800011642.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2008,Open,K500,1600 ROCKAWAY PARKWAY,BROOKLYN,NY,11236.0,3082220001.0,99000.0,318.0,46.0,BK50,Canarsie,Fareeda Garcia,Principal,718-290-8720,718-290-8721,18.0,18.0,HS06,,,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",mprayor@schools.nyc.gov,KFSS,True,POINT (-8226354.6337 4959465.545299999),1.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EcMHXyseaaBKrFTihNPdeqABMADnSATgj22vtKruYTG4Fw,Complete (Current)
23K643,K643,Brooklyn Democracy Academy,40.655644,-73.906662,23K643,332300011643.0,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2008,Open,K275,985 ROCKAWAY AVENUE,BROOKLYN,NY,11212.0,3036360007.0,92200.0,316.0,42.0,BK81,Brownsville,Yesenia Peralta,Principal,718-342-6348,718-342-6708,23.0,23.0,HS10,,,HS10,HS Network 10 Superintendent Office,JOHN SULLIVAN,JSulliv3@schools.nyc.gov,ACES,True,POINT (-8227251.9801 4961681.151900001),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EaGoUDwGD_ZEoaCERrerGRcB9-2CG_nERrwLnO4AohpvrQ,Complete (Current)
23K644,K644,Eagle Academy for Young Men II,40.678124,-73.915106,23K644,332300011644.0,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2008,Open,K271,1137 HERKIMER STREET,BROOKLYN,NY,11233.0,3015500001.0,30100.0,316.0,41.0,BK79,Ocean Hill,Rashad Meade,Principal,718-495-0863,718-732-2129,23.0,23.0,K823,COMMUNITY SCHOOL DISTRICT 23,Khalek Kirkland,,,,,KFSN,True,POINT (-8228191.9618999995 4964980.328599997),1.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/Ea7rNh_rfDBCkaoYIxZXgGABLC3VKRFztdsFsnv07NZT8g,Complete (Current)
17K646,K646,Aspirations Diploma Plus High School,40.666251,-73.923881,17K646,331700011646.0,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2008,Open,K907,1150 East New York Avenue,Brooklyn,NY,11212.0,3035080012.0,90000.0,316.0,41.0,BK81,Brownsville,SHERMA FLEMING,Principal,718-773-7765,718-498-5264,17.0,17.0,HS10,,,HS10,HS Network 10 Superintendent Office,JOHN SULLIVAN,JSulliv3@schools.nyc.gov,ACES,True,POINT (-8229168.7904 4963237.702200003),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EUIzK-t04DZEsx3CRs1Xq84BJdrxB6UfYJW8asvbkAHUAQ,Complete (Current)
23K647,K647,Metropolitan Diploma Plus High School,40.655644,-73.906662,23K647,332300011647.0,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2008,Open,K275,985 ROCKAWAY AVENUE,BROOKLYN,NY,11212.0,3036360007.0,92200.0,316.0,42.0,BK81,Brownsville,MERI YALLOWITZ,Principal,718-342-6249,718-342-6329,23.0,23.0,HS10,,,HS10,HS Network 10 Superintendent Office,JOHN SULLIVAN,JSulliv3@schools.nyc.gov,ACES,True,POINT (-8227251.9801 4961681.151900001),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EaGoUDwGD_ZEoaCERrerGRcB9-2CG_nERrwLnO4AohpvrQ,Complete (Current)
84K648,K648,Bedford Stuyvesant Collegiate Charter School,40.68797,-73.932066,84K648,331600860918.0,Charter,General Academic,Junior High-Intermediate-Middle,"05,06,07,08","05,06,07,08,09,10,11,12",Jul 1 2008,Open,K324,800 GATES AVENUE,BROOKLYN,NY,11221.0,3016360001.0,29300.0,303.0,36.0,BK35,Stuyvesant Heights,Ishani Mehta,Principal,718-669-7460,718-669-7771,16.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8230079.940400001 4966425.6831),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EcSit3RVPEFAq-UJ0FgnT64BOURt7pB3YbUVsbnkvlPvVw,Complete (Current)
84K649,K649,La Cima Charter School,40.68797,-73.932066,84K649,331600860924.0,Charter,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2008,Open,K324,800 GATES AVENUE,BROOKLYN,NY,11221.0,3016360001.0,29300.0,303.0,36.0,BK35,Stuyvesant Heights,Lori Riddick,Executive Director,718-443-2136,718-443-7291,16.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8230079.940400001 4966425.6831),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EcSit3RVPEFAq-UJ0FgnT64BOURt7pB3YbUVsbnkvlPvVw,Complete (Current)
84K651,K651,PAVE Academy Charter School,40.675936,-74.003372,84K651,331500860927.0,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",Jul 1 2008,Open,K990,732 Henry Street,Brooklyn,NY,11231.0,3005390024.0,5900.0,306.0,38.0,BK33,Carroll Gardens-Columbia Street-Red Hook,Michelle Cook/Marsha Gadsden,Executive Director,718-858-7813,718-858-7814,15.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8238017.687999999 4964659.1677),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EVoJtJNVeHZFrKvzTpNv13MBFbD4MZIXEqEEShBNRKax4g,Complete (Current)
84K652,K652,Brooklyn Ascend Charter School,40.661945,-73.92044,84K652,331800860916.0,Charter,General Academic,K-12 all grades,"03,04,05,06,07,08,09,10,11,12","0K,01,02,03,04,05,06,07,08,09,10,11,12",Jul 1 2008,Open,KBGH,205 Rockaway Parkway,BROOKLYN,NY,11212.0,3046330050.0,89200.0,317.0,41.0,BK81,Brownsville,Curtis Durham/Danielle Pena,Principal,347-464-7600,718-240-9140,18.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8228785.74 4962605.777800001),,,,No Match
19K654,K654,Van Siclen Community Middle School,40.659934,-73.885704,19K654,331900010654.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2013,Open,K166,800 VAN SICLEN AVE,BROOKLYN,NY,11207.0,3043490050.0,110400.0,305.0,42.0,BK82,East New York,Kiesha Kemp,Principal,718-927-4701,718-927-4707,19.0,19.0,K819,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,,,,,KFSN,True,POINT (-8224918.9462 4962310.668700002),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EZpRkPYwK0ZJqcs2jjAGDB8B2ogn0pIbD3MUHnCQV9XHzA,Complete (Current)
15K656,K656,Brooklyn High School of the Arts,40.683951,-73.980266,15K656,331500011656.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Mar 15 2000,Open,K655,345 DEAN STREET,BROOKLYN,NY,11217.0,3001920013.0,3900.0,302.0,33.0,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,DANIEL VECCHIANO,Principal,718-855-2412,718-246-2389,15.0,15.0,K815,COMMUNITY SCHOOL DISTRICT 15,"ALVAREZ, RAFAEL",,,,,KFSN,True,POINT (-8235445.539899999 4965835.683700003),6.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/Ef6_Gew_2mhIpiQLA9JMiusBhp0Zf1XaRYoc1phgDA7IwA,Complete (Current)
19K659,K659,Cypress Hills Collegiate Preparatory School,40.693002,-73.869305,19K659,331900011659.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2008,Open,K420,999 JAMAICA AVENUE,BROOKLYN,NY,11208.0,3040940001.0,118000.0,305.0,37.0,BK99,park-cemetery-etc-Brooklyn,Anthony Stipanov,Principal,718-647-1672,718-647-6719,19.0,19.0,HS05,,,HS05,HS Network 05 Superintendent Office,"ROSS, JANICE",JRoss11@schools.nyc.gov,KFSN,True,POINT (-8223093.4179 4967164.443599999),8.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EcxONJLKVYJEvfM_V2Su4ZcBVLt3TygyXlTze8W2HOhfVQ,Complete (Current)
19K660,K660,W. H. Maxwell Career and Technical Education High,40.673766,-73.895976,19K660,331900011660.0,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 1913,Open,K660,145 Pennsylvania Avenue,Brooklyn,NY,11207.0,3037040001.0,114400.0,305.0,37.0,BK85,East New York (Pennsylvania Ave),John Rullan,Principal,718-345-9100,718-345-5470,19.0,19.0,HS05,,,HS05,HS Network 05 Superintendent Office,"ROSS, JANICE",JRoss11@schools.nyc.gov,KFSN,True,POINT (-8226062.42 4964340.6592999995),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/ESevf_3TWc5FhspFiID2KSYBaLsMZqGEPKWKeuZWLVs3oA,Complete (Current)
19K661,K661,Vista Academy,40.677112,-73.884211,19K661,331900010661.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2013,Open,K302,350 LINWOOD STREET,BROOKLYN,NY,11208.0,3039690001.0,117000.0,305.0,37.0,BK82,East New York,Bernard Addo,Principal,718-647-0913,718-647-0919,19.0,19.0,K819,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,,,,,KFSN,True,POINT (-8224752.746200001 4964831.783),5.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EV0aoTKjKLRDsHnZQaYslW4BYPvTlGegNrjCR7-pbyttVw,Complete (Current)
19K662,K662,Liberty Avenue Middle School,40.677112,-73.884211,19K662,331900010662.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2013,Open,K302,350 LINWOOD STREET,BROOKLYN,NY,11208.0,3039690001.0,117000.0,305.0,37.0,BK82,East New York,Kaia Nordtvedt,Principal,718-647-1301,718-647-1307,19.0,19.0,K819,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,,,,,KFSN,True,POINT (-8224752.746200001 4964831.783),5.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EV0aoTKjKLRDsHnZQaYslW4BYPvTlGegNrjCR7-pbyttVw,Complete (Current)
19K663,K663,School of the Future Brooklyn,40.665446,-73.897604,19K663,331900010663.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2013,Open,K174,574 DUMONT AVENUE,BROOKLYN,NY,11207.0,3038020015.0,113000.0,305.0,42.0,BK85,East New York (Pennsylvania Ave),Zetelia Valmon,Principal,718-345-5190,718-345-5196,19.0,19.0,K819,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,,,,,KFSN,True,POINT (-8226243.6481 4963119.561800003),N/A,No Accessibility,TBD,Complete (Raw Backup)
23K664,K664,Brooklyn Environmental Exploration School (BEES),40.680679,-73.910719,23K664,332300010664.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2013,Open,K073,251 Macdougal Street,Brooklyn,NY,11233.0,3015280001.0,36900.0,316.0,37.0,BK79,Ocean Hill,Craig Garber,Principal,718-453-3039,718-453-3508,23.0,23.0,K823,COMMUNITY SCHOOL DISTRICT 23,Khalek Kirkland,,,,,KFSN,True,POINT (-8227703.6032 4965355.372100003),N/A,No Accessibility,TBD,Complete (Raw Backup)
15K667,K667,Sunset Park High School,40.655583,-74.004342,15K667,331500011667.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2009,Open,K564,153 35 Street,Brooklyn,NY,11232.0,3006880026.0,8400.0,307.0,38.0,BK32,Sunset Park West,Miguel Negron,Principal,718-840-1900,718-840-1925,15.0,15.0,HS05,,,HS05,HS Network 05 Superintendent Office,"ROSS, JANICE",JRoss11@schools.nyc.gov,KFSN,True,POINT (-8238125.6679 4961672.200999998),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EYNejqIbwZNLoPQ1x-gnJ3sB9Sp4Lh0gkjWQgFutlN_Xfw,Complete (Current)
23K668,K668,Riverdale Avenue Middle School,40.659618,-73.913508,23K668,332300010668.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2013,Open,K183,76 RIVERDALE AVENUE,BROOKLYN,NY,11212.0,3035970011.0,89600.0,316.0,42.0,BK81,Brownsville,Arabelle Pembroke,Principal,718-346-0764,718-346-1783,23.0,23.0,K823,COMMUNITY SCHOOL DISTRICT 23,Khalek Kirkland,,,,,KFSN,True,POINT (-8228014.0733 4962264.2973000035),N/A,No Accessibility,TBD,Complete (Raw Backup)
16K669,K669,Research and Service High School,40.678478,-73.931604,16K669,331600011669.0,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2013,Open,K455,1700 FULTON STREET,BROOKLYN,NY,11213.0,3017010001.0,27100.0,303.0,36.0,BK61,Crown Heights North,Allison Farrington,Principal,718-804-6800,718-804-6801,16.0,16.0,HS10,,,HS10,HS Network 10 Superintendent Office,JOHN SULLIVAN,JSulliv3@schools.nyc.gov,ACES,True,POINT (-8230028.5108 4965032.2907000035),3.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EVEB_pd5nntOltQNnjIajsQBvvAyocrWl9NXqgogBZZVDA,Complete (Current)
13K670,K670,Benjamin Banneker Academy,40.695389,-73.968759,13K670,331300011670.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jun 5 1996,Open,K914,71-77 Clinton Avenue,Brooklyn,NY,11205.0,3018880034.0,19100.0,302.0,35.0,BK69,Clinton Hill,KINSLEY KWATENG,Principal,718-797-3702,718-797-3862,13.0,13.0,HS05,,,HS05,HS Network 05 Superintendent Office,"ROSS, JANICE",JRoss11@schools.nyc.gov,KFSN,True,POINT (-8234164.5865 4967514.9045),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EdXZ-4ivOYBIuvXGy5kpsCYBekzIsIID88sBNaCKL86-vg,Complete (Current)
23K671,K671,Mott Hall Bridges Academy,40.666187,-73.911279,23K671,332300010671.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2010,Open,K263,210 CHESTER STREET,BROOKLYN,NY,11212.0,3035420001.0,92400.0,316.0,41.0,BK81,Brownsville,Cahnlay Moore,Principal,718-345-6912,718-345-6918,23.0,23.0,K823,COMMUNITY SCHOOL DISTRICT 23,Khalek Kirkland,,,,,KFSN,True,POINT (-8227765.9421999995 4963228.309699997),1.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/Efx54ZxDAkRBhF69zR7U-dUBjU7bujTdSC7hxt7JAm4GDA,Complete (Current)
18K673,K673,East Brooklyn Community High School,40.659914,-73.920658,18K673,331800011673.0,DOE,Transfer School,High school,"11,12,SE","09,10,11,12",Jul 1 2009,Open,K860,9517 KINGS HIGHWAY,BROOKLYN,NY,11212.0,3046500015.0,88600.0,317.0,41.0,BK96,Rugby-Remsen Village,PATRICK MCGILLICUDDY,Principal,718-927-6880,718-927-6885,18.0,18.0,HS10,,,HS10,HS Network 10 Superintendent Office,JOHN SULLIVAN,JSulliv3@schools.nyc.gov,ACES,True,POINT (-8228810.0077 4962307.733800001),N/A,No Accessibility,TBD,Complete (Raw Backup)
13K674,K674,"City Polytechnic High School of Engineering, Archi",40.695444,-73.986105,13K674,331300011674.0,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2009,Open,K580,105 TECH PLACE,BROOKLYN,NY,11201.0,3001310001.0,1300.0,302.0,33.0,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Rachel Hill,Principal,718-875-1473,718-875-1947,13.0,13.0,HS03,,,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",FWalsh@schools.nyc.gov,MFSC,True,POINT (-8236095.534399999 4967522.979800001),7.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EYd63Fvxr5RJhOyTtkuu5mwB6jH4z0T-jwEVi6xRaRGcPQ,Complete (Current)
15K676,K676,Red Hook Neighborhood School,40.677914,-74.005151,15K676,331500010676.0,DOE,General Academic,K-8,"04,05,06,07,08,SE","PK,0K,01,02,03,04,05",Jul 1 2009,Open,K027,27 HUNTINGTON STREET,BROOKLYN,NY,11231.0,3005250001.0,5900.0,306.0,38.0,BK33,Carroll Gardens-Columbia Street-Red Hook,PRISCILLA FIGUEROA,Principal,718-330-2238,718-596-6446,15.0,15.0,K815,COMMUNITY SCHOOL DISTRICT 15,"ALVAREZ, RAFAEL",,,,,KFSN,True,POINT (-8238215.725400001 4964949.503700003),N/A,No Accessibility,TBD,Complete (Raw Backup)
19K677,K677,East New York Elementary School of Excellence,40.669358,-73.879131,19K677,331900010677.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2009,Open,K072,605 SHEPHERD AVENUE,BROOKLYN,NY,11208.0,3040690001.0,116400.0,305.0,42.0,BK82,East New York,Janet Huger,Principal,718-272-6075,718-272-6257,19.0,19.0,K819,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,,,,,KFSN,True,POINT (-8224187.2432 4963693.693499997),5.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EQM0WH042ctAgYGIMgXKWO4BtH5fznWMYEfMm8B4e4fDYQ,Complete (Current)
19K678,K678,East New York Middle School of Excellence,40.669358,-73.879131,19K678,331900010678.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2009,Open,K072,605 SHEPHERD AVENUE,BROOKLYN,NY,11208.0,3040690001.0,116400.0,305.0,42.0,BK82,East New York,MALIK SMALL,Principal,718-257-4061,718-257-4738,19.0,19.0,K819,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,,,,,KFSN,True,POINT (-8224187.2432 4963693.693499997),5.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EQM0WH042ctAgYGIMgXKWO4BtH5fznWMYEfMm8B4e4fDYQ,Complete (Current)
84K680,K680,Achievement First Aspire Charter School,40.665817,-73.876084,84K680,331900860993.0,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,09,10,11,12","0K,01,02,03,04,05,06,07,08",Jul 1 2013,Open,K202,982 HEGEMAN AVENUE,BROOKLYN,NY,11208.0,3044770001.0,111600.0,305.0,42.0,BK82,East New York,Zachary Segall/Jordan Hardy,Principal,718-623-2660,718-622-5998,19.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8223848.0527 4963174.009000003),2.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EZ1yT2yKteBNqZhsDQ3TSsABi8Fzy-fd0RuiO5GCPuZQXg,Complete (Current)
16K681,K681,Madiba Prep Middle School,40.6921,-73.9317,16K681,331600010681.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2012,Open,K026,1014 LAFAYETTE AVENUE,BROOKLYN,NY,11221.0,3016160001.0,29100.0,303.0,36.0,BK35,Stuyvesant Heights,Maureen Baxter-Chiverton,I.A. Principal,718-574-2804,718-574-2805,16.0,16.0,K816,COMMUNITY SCHOOL DISTRICT 16,FABAYO MCINTOSH,,,,,KFSN,True,POINT (-8230039.1975 4967032.014600001),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EXEMQOf2MX1KpBOwwBWi2z8BpQD3aZDUU2u72uNPXaIz3A,Complete (Current)
20K682,K682,The Academy of Talented Scholars,40.606994,-73.986678,20K682,332000010682.0,DOE,General Academic,Elementary,"01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2009,Open,K237,50 AVENUE P,BROOKLYN,NY,11204.0,3066180001.0,42800.0,311.0,44.0,BK29,Bensonhurst East,JOSEPHIN SPORTELLAGIUSTO,Principal,718-621-2730,718-621-2735,21.0,20.0,K820,COMMUNITY SCHOOL DISTRICT 20,"PRETTO, DAVID",,,,,KFSS,True,POINT (-8236159.3204 4954545.0559),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EbkOaFdYGK5AlhddVTXqM9MBc8XA_cHRYY9ubhkegz-1Pg,Complete (Current)
19K683,K683,School for Classics High School,40.67002,-73.874537,19K683,331900011683.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2009,Open,K218,370 Fountain Avenue,Brooklyn,NY,11208.0,3042780001.0,111800.0,305.0,42.0,BK82,East New York,Nicole Tancredi,Principal,718-277-1069,718-277-1873,19.0,19.0,HS05,,,HS05,HS Network 05 Superintendent Office,"ROSS, JANICE",JRoss11@schools.nyc.gov,KFSN,True,POINT (-8223675.841399999 4963790.853),1.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EU-4d5-L5UZOoUGmCsfoBMQBv7gLkWKwRe-y2vaA7BYugA,Complete (Current)
15K684,K684,Millennium Brooklyn HS,40.669255,-73.97858,15K684,331500011684.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2011,Open,K460,237 7 AVENUE,BROOKLYN,NY,11215.0,3010820001.0,15500.0,306.0,39.0,BK37,Park Slope-Gowanus,Kevin Conway,Principal,718-832-4333,718-499-2126,15.0,15.0,HS05,,,HS05,HS Network 05 Superintendent Office,"ROSS, JANICE",JRoss11@schools.nyc.gov,KFSN,True,POINT (-8235257.8552 4963678.5766),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EV3R3N7AgTBPi9_GZXkVKkYBBLvKMJ6SK-ZOOPpC90gpzA,Complete (Current)
14K685,K685,El Puente Academy for Peace and Justice,40.70554,-73.955741,14K685,331400011685.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jun 5 1996,Open,K778,250 Hooper Street,Brooklyn,NY,11211.0,3022070002.0,52900.0,301.0,33.0,BK72,Williamsburg,Tina Lee,Principal,718-387-1125,718-387-4229,14.0,14.0,HS12,,,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",ACheng3@schools.nyc.gov,ACES,True,POINT (-8232715.429400001 4969005.421400003),N/A,No Accessibility,TBD,Complete (Raw Backup)
20K686,K686,Brooklyn School of Inquiry,40.606994,-73.986678,20K686,332000010686.0,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul 1 2009,Open,K237,50 AVENUE P,BROOKLYN,NY,11204.0,3066180001.0,42800.0,311.0,44.0,BK29,Bensonhurst East,Eric Havlik,Principal,718-621-5730,718-621-5735,21.0,20.0,K820,COMMUNITY SCHOOL DISTRICT 20,"PRETTO, DAVID",,,,,KFSS,True,POINT (-8236159.3204 4954545.0559),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EbkOaFdYGK5AlhddVTXqM9MBc8XA_cHRYY9ubhkegz-1Pg,Complete (Current)
16K688,K688,The Brooklyn Academy of Global Finance,40.691467,-73.932254,16K688,331600011688.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2009,Open,K057,125 STUYVESANT AVENUE,BROOKLYN,NY,11221.0,3016160001.0,29100.0,303.0,36.0,BK35,Stuyvesant Heights,Dannielle Darbee,Principal,718-574-3126,718-574-3681,16.0,16.0,K816,COMMUNITY SCHOOL DISTRICT 16,FABAYO MCINTOSH,,,,,KFSN,True,POINT (-8230100.8685 4966939.080499999),N/A,No Accessibility,TBD,Complete (Raw Backup)
21K690,K690,Brooklyn Studio Secondary School,40.60498,-73.995084,21K690,332100011690.0,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 1999,Open,K721,8310 21 Avenue,Brooklyn,NY,11214.0,3063290032.0,28800.0,311.0,47.0,BK28,Bensonhurst West,ANDREA CILIOTTA,Principal,718-266-5032,718-266-5093,21.0,21.0,HS06,,,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",mprayor@schools.nyc.gov,KFSS,True,POINT (-8237095.0721 4954249.749700002),1.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/ERSTqLa5yFFNjDubKWaTIKUBx9A2yX6GGd5csO2t8on0cA,Complete (Current)
13K691,K691,Fort Greene Preparatory Academy,40.69453,-73.971644,13K691,331300010691.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2010,Open,K046,100 CLERMONT AVENUE,BROOKLYN,NY,11205.0,3020450011.0,18700.0,302.0,35.0,BK68,Fort Greene,Paula Lettiere,Principal,718-254-9401,718-254-9407,13.0,13.0,K813,COMMUNITY SCHOOL DISTRICT 13,MEGHAN DUNN,,,,,KFSN,True,POINT (-8234485.7432 4967388.784100004),N/A,No Accessibility,TBD,Complete (Raw Backup)
84K693,K693,Northside Charter High School,40.719818,-73.947932,84K693,331400860945.0,Charter,General Academic,High school,"09,10,11,12","09,10,11,12",Jul 1 2009,Open,K126,424 LEONARD STREET,BROOKLYN,NY,11222.0,3027120001.0,49900.0,301.0,33.0,BK76,Greenpoint,Rahul Patel/Muhammed Chaudhry,Executive Director,347-390-1273,347-390-1274,14.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8231846.135500001 4971102.308799997),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/ETw-TkGQnatJi03-pzbjeucBRMdThCL9O3diWAR2iklQuQ,Complete (Current)
