Geographical District Code,Borough,Building Code,Location Code,School DBN,Unnamed: 5,School Name,Grades Served,Pre-K,Address,Accessibility Description,BAP Rating
26,Queens,Q179,Q004,75Q004,,P.S. Q004,K-8,Yes,196-25 Peck Avenue,Partially Accessible,1 out of 10
26,Queens,Q186,Q186,26Q186,,P.S. 186 Castlewood,Elementary,Yes,252-12 72 Avenue,Fully Accessible,10 out of 10
26,Queens,Q186,Q224,75Q224,,P.S. Q224,K-8,Yes,252-12 72 Avenue,Fully Accessible,10 out of 10
26,Queens,Q188,Q188,26Q188,,P.S. 188 Kingsbury,Elementary,Yes,218-12 Hartland Avenue,Fully Accessible,9 out of 10
26,Queens,Q191,Q191,26Q191,,P.S. 191 Mayflower,Elementary,Yes,85-15 258 Street,Partially Accessible,4 out of 10
26,Queens,Q191,Q993,75Q993,,P.S. Q993,K-12 all grades,,85-15 258 Street,Partially Accessible,4 out of 10
26,Queens,Q208,Q208,29Q208,,P.S./I.S. 208,K-8,,74-30 Commonwealth Blvd,Fully Accessible,10 out of 10
26,Queens,Q208,Q993,75Q993,,P.S. Q993,K-12 all grades,,74-30 Commonwealth Blvd,Fully Accessible,10 out of 10
26,Queens,Q213,Q004,75Q004,,P.S. Q004,K-8,Yes,231-02 67 Avenue,Partially Accessible,5 out of 10
26,Queens,Q213,Q213,26Q213,,P.S. 213 The Carl Ullman School,Elementary,Yes,231-02 67 Avenue,Partially Accessible,5 out of 10
26,Queens,Q216,Q216,26Q216,,J.H.S. 216 George J. Ryan,Junior High-Intermediate-Middle,,64-20 175 Street,Partially Accessible,1 out of 10
26,Queens,Q266,Q224,75Q224,,P.S. Q224,K-8,Yes,74-10 Commonwealth Boulevard,Fully Accessible,10 out of 10
26,Queens,Q266,Q266,26Q266,,P.S./I.S. 266,K-8,Yes,74-10 Commonwealth Boulevard,Fully Accessible,10 out of 10
26,Queens,Q332,Q376,26Q376,,P.S. 376,Elementary,Yes,210-21 48 Avenue,Fully Accessible,10 out of 10
26,Queens,Q361,Q041,26Q041,,P.S. 041 Crocheron,Elementary,,56-10 214 Street,Partially Accessible,4 out of 10
26,Queens,Q361,Q390,26Q390,,The CIVIC School of Bayside Hills,Elementary,Yes,56-10 214 Street,Partially Accessible,4 out of 10
26,Queens,Q405,Q495,26Q495,,Bayside High School,High school,,32-24 Corporal Kennedy Street,Partially Accessible,5 out of 10
26,Queens,Q405,Q811,75Q811,,P.S. Q811,K-12 all grades,,32-24 Corporal Kennedy Street,Partially Accessible,5 out of 10
26,Queens,Q415,Q415,26Q415,,Benjamin N. Cardozo High School,High school,,57-00 223Rd Street,Partially Accessible,3 out of 10
26,Queens,Q415,Q993,75Q993,,P.S. Q993,K-12 all grades,,57-00 223Rd Street,Partially Accessible,3 out of 10
26,Queens,Q430,Q430,26Q430,,Francis Lewis High School,High school,,58-20 Utopia Parkway,Fully Accessible,9 out of 10
26,Queens,Q430,Q811,75Q811,,P.S. Q811,K-12 all grades,,58-20 Utopia Parkway,Fully Accessible,9 out of 10
26,Queens,Q435,Q177,75Q177,,P.S. Q177,K-12 all grades,,230-17 Hillside Avenue,Partially Accessible,8 out of 10
26,Queens,Q435,Q315,26Q315,,Business Technology Early College High School,High school,,230-17 Hillside Avenue,Partially Accessible,8 out of 10
26,Queens,Q435,Q435,26Q435,,Martin Van Buren High School,High school,,230-17 Hillside Avenue,Partially Accessible,8 out of 10
26,Queens,Q566,Q566,26Q566,,"Queens High School of Teaching, Liberal Arts and the Sciences",High school,,74-20 Commonwealth Blvd,Fully Accessible,10 out of 10
26,Queens,Q566,Q811,75Q811,,P.S. Q811,K-12 all grades,,74-20 Commonwealth Blvd,Fully Accessible,10 out of 10
26,Queens,Q811,Q811,75Q811,,P.S. Q811,K-12 all grades,,61-25 Marathon Parkway,Partially Accessible,1 out of 10
27,Queens,Q042,Q042,27Q042,,P.S./M.S 042 R. Vernam,K-8,Yes,488 Beach  66 Street,Fully Accessible,9 out of 10
27,Queens,Q042,Q233,75Q233,,P.S. Q233,K-12 all grades,,488 Beach  66 Street,Fully Accessible,9 out of 10
27,Queens,Q043,Q043,27Q043,,P.S. 043,K-8,Yes,160 Beach  29 Street,Fully Accessible,10 out of 10
27,Queens,Q043,Q256,75Q256,,P.S. Q256,K-12 all grades,Yes,160 Beach  29 Street,Fully Accessible,10 out of 10
27,Queens,Q051,Q051,27Q051,,P.S. 051,Early Childhood,Yes,87-45 117 Street,Fully Accessible,10 out of 10
27,Queens,Q053,Q053,27Q053,,M.S. 053 Brian Piccolo,Junior High-Intermediate-Middle,,10-45 Nameoke Street,Partially Accessible,8 out of 10
27,Queens,Q053,Q319,27Q319,,Village Academy ,Junior High-Intermediate-Middle,,10-45 Nameoke Street,Partially Accessible,8 out of 10
27,Queens,Q053,Q375,84Q375,,Success Academy Charter School - Far Rockaway,Elementary,,10-45 Nameoke Street,Partially Accessible,8 out of 10
27,Queens,Q060,Q060,27Q060,,P.S. 060 Woodhaven,Elementary,Yes,91-02 88 Avenue,Partially Accessible,4 out of 10
27,Queens,Q062,Q062,27Q062,,P. S. 62 - Chester Park School,Elementary,Yes,97-25 108 Street,Fully Accessible,9 out of 10
27,Queens,Q063,Q063,27Q063,,P.S. 063 Old South,Elementary,Yes,90-15 Sutter Avenue,Partially Accessible,8 out of 10
27,Queens,Q064,Q064,27Q064,,P.S. 064 Joseph P. Addabbo,Elementary,Yes,82-01 101 Avenue,Fully Accessible,9 out of 10
27,Queens,Q066,Q066,27Q066,,P.S. 066 Jacqueline Kennedy Onassis,Elementary,Yes,85-11 102 Street,Fully Accessible,9 out of 10
27,Queens,Q097,Q097,27Q097,,P.S. 097 Forest Park,Elementary,Yes,85-52 85 Street,Partially Accessible,8 out of 10
27,Queens,Q100,Q100,27Q100,,P.S. 100 Glen Morris,Elementary,Yes,111-11 118 Street,Fully Accessible,9 out of 10
27,Queens,Q108,Q108,27Q108,,P.S. 108 Captain Vincent G. Fowler,Elementary,Yes,108-10 109 Avenue,Partially Accessible,8 out of 10
27,Queens,Q114,Q114,27Q114,,P.S./M.S. 114 Belle Harbor,K-8,Yes,134-01 Cronston Avenue,Partially Accessible,1 out of 10
27,Queens,Q114,Q256,75Q256,,P.S. Q256,K-12 all grades,Yes,134-01 Cronston Avenue,Partially Accessible,1 out of 10
27,Queens,Q124,Q124,27Q124,,P.S. 124 Osmond A Church,K-8,,129-15 150 Avenue,Partially Accessible,8 out of 10
27,Queens,Q137,Q137,27Q137,,M.S. 137 America's School of Heroes,Junior High-Intermediate-Middle,,109-15 98 Street,Fully Accessible,10 out of 10
27,Queens,Q180,Q323,27Q323,,Scholars' Academy,Secondary School,,320 Beach 104Th Street,Partially Accessible,4 out of 10
27,Queens,Q198,Q256,75Q256,,P.S. Q256,K-12 all grades,Yes,3-65 Beach 56 Street,Partially Accessible,4 out of 10
27,Queens,Q198,Q333,27Q333,,Goldie Maple Academy,K-8,Yes,3-65 Beach 56 Street,Partially Accessible,4 out of 10
27,Queens,Q202,Q202,27Q202,,J.H.S. 202 Robert H. Goddard,Junior High-Intermediate-Middle,,138-30 Lafayette Street,Partially Accessible,8 out of 10
27,Queens,Q202,Q308,27Q308,,Robert H. Goddard High School of Communication Arts and Technology,High school,,138-30 Lafayette Street,Partially Accessible,8 out of 10
27,Queens,Q207,Q207,27Q207,,P.S. 207 Rockwood Park,K-8,Yes,159-15 88 Street,Partially Accessible,4 out of 10
27,Queens,Q210,Q210,27Q210,,J.H.S. 210 Elizabeth Blackwell,Junior High-Intermediate-Middle,,93-11 101 Avenue,Partially Accessible,8 out of 10
27,Queens,Q215,Q362,27Q362,,Wave Preparatory Elementary School,Elementary,Yes,535 Briar Place,Partially Accessible,1 out of 10
27,Queens,Q223,Q075,75Q075,,Robert E. Peary School,K-8,Yes,125-20 Sutphin Boulevard,Partially Accessible,7 out of 10
27,Queens,Q223,Q223,27Q223,,P.S. 223 Lyndon B. Johnson,Elementary,Yes,125-20 Sutphin Boulevard,Partially Accessible,7 out of 10
27,Queens,Q226,Q226,27Q226,,J.H.S. 226 Virgil I. Grissom,Junior High-Intermediate-Middle,,121-10 Rockaway Boulevard,Fully Accessible,9 out of 10
27,Queens,Q226,Q233,75Q233,,P.S. Q233,K-12 all grades,,121-10 Rockaway Boulevard,Fully Accessible,9 out of 10
27,Queens,Q226,Q297,27Q297,,Hawtree Creek Middle School,Junior High-Intermediate-Middle,,121-10 Rockaway Boulevard,Fully Accessible,9 out of 10
27,Queens,Q226,Q314,27Q314,,Epic High School - South,High school,,121-10 Rockaway Boulevard,Fully Accessible,9 out of 10
27,Queens,Q232,Q232,27Q232,,P.S. 232 Lindenwood,K-8,Yes,153-23 83 Street,Partially Accessible,4 out of 10
27,Queens,Q253,Q253,27Q253,,The Randolph Holder School for Social Justice,Elementary,Yes,1307 Central Avenue,Fully Accessible,9 out of 10
27,Queens,Q253,Q256,75Q256,,P.S. Q256,K-12 all grades,Yes,1307 Central Avenue,Fully Accessible,9 out of 10
27,Queens,Q254,Q075,75Q075,,Robert E. Peary School,K-8,Yes,84-40 101 Street,Fully Accessible,10 out of 10
27,Queens,Q254,Q254,27Q254,,P.S. 254 - The Rosa Parks School,Elementary,Yes,84-40 101 Street,Fully Accessible,10 out of 10
27,Queens,Q262,Q306,27Q306,,New York City Academy for Discovery,Elementary,Yes,95-16 89Th Avenue,Fully Accessible,10 out of 10
27,Queens,Q273,Q273,27Q273,,P.S. 273,Elementary,Yes,88-07 102Nd Street,Fully Accessible,10 out of 10
27,Queens,Q316,Q316,27Q316,,Queens Explorers Elementary School,Elementary,Yes,90-07 101St Avenue,Fully Accessible,10 out of 10
27,Queens,Q335,Q233,75Q233,,P.S. Q233,K-12 all grades,,150-15 Raleigh Street,Fully Accessible,10 out of 10
27,Queens,Q335,Q377,27Q377,,P.S. 377,Elementary,Yes,150-15 Raleigh Street,Fully Accessible,10 out of 10
27,Queens,Q400,Q261,27Q261,,Voyages Prep - South Queens,High school,,156-10 Baisley Boulevard,Fully Accessible,9 out of 10
27,Queens,Q400,Q320,84Q320,,New Visions Charter High School for Advanced Math and Science IV,High school,,156-10 Baisley Boulevard,Fully Accessible,9 out of 10
27,Queens,Q400,Q400,27Q400,,August Martin High School,High school,,156-10 Baisley Boulevard,Fully Accessible,9 out of 10
27,Queens,Q400,Q752,75Q752,,Queens Transition Center,High school,,156-10 Baisley Boulevard,Fully Accessible,9 out of 10
27,Queens,Q410,Q256,75Q256,,P.S. Q256,K-12 all grades,Yes,100-00 Beach Channel Drive,Partially Accessible,8 out of 10
27,Queens,Q410,Q262,27Q262,,Channel View School for Research,Secondary School,,100-00 Beach Channel Drive,Partially Accessible,8 out of 10
27,Queens,Q410,Q324,27Q324,,Rockaway Park High School for Environmental Sustainability,High school,,100-00 Beach Channel Drive,Partially Accessible,8 out of 10
27,Queens,Q410,Q351,27Q351,,Rockaway Collegiate High School,High school,,100-00 Beach Channel Drive,Partially Accessible,8 out of 10
27,Queens,Q410,Q373,84Q373,,New Visions Charter High School for the Humanities IV,High school,,100-00 Beach Channel Drive,Partially Accessible,8 out of 10
27,Queens,Q475,Q475,27Q475,,Richmond Hill High School,High school,,89-30 114 Street,Partially Accessible,1 out of 10
27,Queens,Q480,Q480,27Q480,,John Adams High School,High school,,101-01 Rockaway Boulevard,Fully Accessible,9 out of 10
27,Queens,Q593,Q047,27Q047,,P.S. 047 Chris Galas,K-8,Yes,140 Beach 112 Street,Partially Accessible,1 out of 10
27,Queens,Q650,Q233,75Q233,,P.S. Q233,K-12 all grades,,94-06 104Th Street,Fully Accessible,10 out of 10
27,Queens,Q650,Q650,27Q650,,"High School for Construction Trades, Engineering and Architecture",High school,,94-06 104Th Street,Fully Accessible,10 out of 10
27,Queens,Q884,Q065,27Q065,,P.S. 65 - The Raymond York Elementary School,Elementary,Yes,103-22 99 Street,Fully Accessible,9 out of 10
28,Queens,Q003,Q303,28Q303,,The Academy for Excellence through the Arts,Elementary,Yes,108-55 69 Avenue,Fully Accessible,10 out of 10
28,Queens,Q008,Q008,28Q008,,J.H.S. 008 Richard S. Grossley,Junior High-Intermediate-Middle,,108-35 167 Street,Partially Accessible,3 out of 10
28,Queens,Q008,Q284,28Q284,,York Early College Academy,Secondary School,,108-35 167 Street,Partially Accessible,3 out of 10
28,Queens,Q008,Q287,28Q287,,The Emerson School,Junior High-Intermediate-Middle,,108-35 167 Street,Partially Accessible,3 out of 10
28,Queens,Q040,Q040,28Q040,,P.S. 040 Samuel Huntington,Elementary,Yes,109-20 Union Hall Street,Partially Accessible,4 out of 10
28,Queens,Q040,Q312,28Q312,,Jamaica Children's School,Elementary,,109-20 Union Hall Street,Partially Accessible,4 out of 10
28,Queens,Q050,Q050,28Q050,,P.S. 050 Talfourd Lawn Elementary School,Elementary,Yes,143-26 101 Avenue,Fully Accessible,9 out of 10
28,Queens,Q055,Q055,28Q055,,P.S. 055 Maure,Elementary,Yes,131-10 97 Avenue,Partially Accessible,1 out of 10
28,Queens,Q072,Q072,28Q072,,Catherine & Count Basie Middle School 72,Junior High-Intermediate-Middle,,133-25 Guy R Brewer Boulevard,Fully Accessible,9 out of 10
28,Queens,Q072,Q332,28Q332,,Redwood Middle School,Junior High-Intermediate-Middle,,133-25 Guy R Brewer Boulevard,Fully Accessible,9 out of 10
28,Queens,Q072,Q993,75Q993,,P.S. Q993,K-12 all grades,,133-25 Guy R Brewer Boulevard,Fully Accessible,9 out of 10
28,Queens,Q080,Q080,28Q080,,PS 80  The Thurgood Marshall Magnet School of Multimedia and Communication,Elementary,Yes,171-05 137Th Avenue,Partially Accessible,2 out of 10
28,Queens,Q082,Q082,28Q082,,P.S. 082 Hammond,Elementary,,88-02 144 Street,Fully Accessible,9 out of 10
28,Queens,Q117,Q117,28Q117,,P.S. 117 J. Keld / Briarwood School,Elementary,Yes,85-15 143 Street,Fully Accessible,9 out of 10
28,Queens,Q139,Q139,28Q139,,P.S. 139 Rego Park,Elementary,,93-06 63 Drive,Partially Accessible,7 out of 10
28,Queens,Q139,Q177,75Q177,,P.S. Q177,K-12 all grades,,93-06 63 Drive,Partially Accessible,7 out of 10
28,Queens,Q142,M310,04M310,,The Judith S. Kaye School,High school,,142-10 Linden Boulevard,Partially Accessible,7 out of 10
28,Queens,Q142,Q752,75Q752,,Queens Transition Center,High school,,142-10 Linden Boulevard,Partially Accessible,7 out of 10
28,Queens,Q144,Q144,28Q144,,P.S. 144 Col Jeromus Remsen,Elementary,Yes,69-20 Juno Street,Fully Accessible,9 out of 10
28,Queens,Q161,Q004,75Q004,,P.S. Q004,K-8,Yes,101-33 124 Street,Fully Accessible,10 out of 10
28,Queens,Q161,Q161,28Q161,,P.S. 161 Arthur Ashe School,Elementary,Yes,101-33 124 Street,Fully Accessible,10 out of 10
28,Queens,Q175,Q175,28Q175,,P.S. 175 The Lynn Gross Discovery School,Elementary,Yes,64-35 102 Street,Fully Accessible,9 out of 10
28,Queens,Q190,Q177,75Q177,,P.S. Q177,K-12 all grades,,68-17 Austin Street,Fully Accessible,9 out of 10
28,Queens,Q190,Q190,28Q190,,J.H.S. 190 Russell Sage,Junior High-Intermediate-Middle,,68-17 Austin Street,Fully Accessible,9 out of 10
28,Queens,Q196,Q196,28Q196,,P.S. 196 Grand Central Parkway,Elementary,Yes,71-25 113 Street,Fully Accessible,9 out of 10
28,Queens,Q217,Q217,28Q217,,J.H.S. 217 Robert A. Van Wyck,Junior High-Intermediate-Middle,,85-05 144 Street,Partially Accessible,4 out of 10
28,Queens,Q276,Q048,28Q048,,David N. Dinkins School,Elementary,Yes,108-29 155 Street,Fully Accessible,10 out of 10
28,Queens,Q276,Q075,75Q075,,Robert E. Peary School,K-8,Yes,108-29 155 Street,Fully Accessible,10 out of 10
28,Queens,Q277,Q009,75Q009,,P.S. 009,K-8,,153-27 88Th Avenue,Fully Accessible,10 out of 10
28,Queens,Q277,Q182,28Q182,,P.S. 182 Samantha Smith,Elementary,Yes,153-27 88Th Avenue,Fully Accessible,10 out of 10
28,Queens,Q314,Q224,75Q224,,P.S. Q224,K-8,Yes,88-08 164Th Street,Fully Accessible,10 out of 10
28,Queens,Q314,Q349,28Q349,,The Queens School for Leadership and Excellence,Elementary,Yes,88-08 164Th Street,Fully Accessible,10 out of 10
28,Queens,Q314,Q358,28Q358,,M.S. 358,Junior High-Intermediate-Middle,,88-08 164Th Street,Fully Accessible,10 out of 10
28,Queens,Q440,Q440,28Q440,,Forest Hills High School,High school,,67-01 110 Street,Partially Accessible,8 out of 10
28,Queens,Q505,Q505,28Q505,,Hillcrest High School,High school,,160-05 Highland Avenue,Partially Accessible,8 out of 10
28,Queens,Q620,Q620,28Q620,,Thomas A. Edison Career and Technical Education High School,High school,,165-65 84 Avenue,Partially Accessible,3 out of 10
28,Queens,Q620,Q752,75Q752,,Queens Transition Center,High school,,165-65 84 Avenue,Partially Accessible,3 out of 10
28,Queens,Q680,Q896,28Q896,,"Young Women's Leadership School, Queens",Secondary School,,150-91 87 Road,Partially Accessible,4 out of 10
28,Queens,Q686,Q167,28Q167,,Metropolitan Expeditionary Learning School,Secondary School,,91-30 Metropolitan Avenue,Fully Accessible,10 out of 10
28,Queens,Q686,Q233,75Q233,,P.S. Q233,K-12 all grades,,91-30 Metropolitan Avenue,Fully Accessible,10 out of 10
28,Queens,Q686,Q686,28Q686,,Queens Metropolitan High School ,High school,,91-30 Metropolitan Avenue,Fully Accessible,10 out of 10
28,Queens,Q690,Q690,28Q690,,High School for Law Enforcement and Public Safety,High school,,116-25 Guy R Brewer Boulevard,Fully Accessible,10 out of 10
28,Queens,Q690,Q752,75Q752,,Queens Transition Center,High school,,116-25 Guy R Brewer Boulevard,Fully Accessible,10 out of 10
28,Queens,Q695,Q680,28Q680,,Queens Gateway to Health Sciences Secondary School,Secondary School,,160-20 Goethals Avenue,Fully Accessible,10 out of 10
28,Queens,Q695,Q752,75Q752,,Queens Transition Center,High school,,160-20 Goethals Avenue,Fully Accessible,10 out of 10
28,Queens,Q774,Q687,28Q687,,Queens High School for the Sciences at York College,High school,,94-50 159 Street,Fully Accessible,10 out of 10
29,Queens,Q015,Q015,29Q015,,P.S. 015 Jackie Robinson,Elementary,Yes,121-15 Lucas Street,Partially Accessible,8 out of 10
29,Queens,Q033,Q033,29Q033,,P.S. 033 Edward M. Funk,Elementary,Yes,91-37 222 Street,Partially Accessible,6 out of 10
29,Queens,Q035,Q035,29Q035,,P.S. 035 Nathaniel Woodhull,Elementary,Yes,191-02 90 Avenue,Fully Accessible,10 out of 10
29,Queens,Q035,Q095,29Q095,,P.S. 095 Eastwood,Elementary,,191-02 90 Avenue,Fully Accessible,10 out of 10
29,Queens,Q037,Q037,29Q037,,Cynthia Jenkins School,Elementary,Yes,179-37 137 Avenue,Partially Accessible,1 out of 10
29,Queens,Q037,Q811,75Q811,,P.S. Q811,K-12 all grades,,179-37 137 Avenue,Partially Accessible,1 out of 10
29,Queens,Q059,Q059,29Q059,,I.S. 059 Springfield Gardens,Junior High-Intermediate-Middle,,132-55 Ridgedale Street,Fully Accessible,9 out of 10
29,Queens,Q059,Q339,84Q339,,Success Academy Charter School - Springfield Gardens - New York 6,K-8,,132-55 Ridgedale Street,Fully Accessible,9 out of 10
29,Queens,Q118,Q118,29Q118,,P.S. 118 Lorraine Hansberry,Elementary,Yes,190-20 109 Road,Partially Accessible,4 out of 10
29,Queens,Q131,Q131,29Q131,,P.S. 131 Abigail Adams,Elementary,Yes,170-21 84 Avenue,Fully Accessible,9 out of 10
29,Queens,Q134,Q134,29Q134,,P.S. 134 Hollis,Elementary,Yes,203-02 109 Avenue,Partially Accessible,3 out of 10
29,Queens,Q134,Q233,75Q233,,P.S. Q233,K-12 all grades,,203-02 109 Avenue,Partially Accessible,3 out of 10
29,Queens,Q135,Q135,29Q135,,The Bellaire School,Elementary,Yes,207-11 89 Avenue,Partially Accessible,8 out of 10
29,Queens,Q138,Q004,75Q004,,P.S. Q004,K-8,Yes,251-11 Weller Avenue,Partially Accessible,7 out of 10
29,Queens,Q138,Q138,29Q138,,P.S./M.S. 138 Sunrise,K-8,Yes,251-11 Weller Avenue,Partially Accessible,7 out of 10
29,Queens,Q176,Q176,29Q176,,P.S. 176 Cambria Heights,Elementary,Yes,120-45 235 Street,Fully Accessible,9 out of 10
29,Queens,Q181,Q181,29Q181,,P.S. 181 Brookfield,Elementary,Yes,148-15 230 Street,Partially Accessible,6 out of 10
29,Queens,Q195,Q195,29Q195,,P.S. 195 William Haberle,Elementary,Yes,253-50 149 Avenue,Partially Accessible,8 out of 10
29,Queens,Q238,Q009,75Q009,,P.S. 009,K-8,,88-15 182 Street,Fully Accessible,9 out of 10
29,Queens,Q238,Q238,29Q238,,I.S. 238 - Susan B. Anthony Academy,Junior High-Intermediate-Middle,,88-15 182 Street,Fully Accessible,9 out of 10
29,Queens,Q251,Q251,29Q251,,P.S. 251 Queens,Elementary,Yes,144-51 Arthur Street,Partially Accessible,1 out of 10
29,Queens,Q263,Q177,75Q177,,P.S. Q177,K-12 all grades,,222-14 Jamaica Avenue,Fully Accessible,10 out of 10
29,Queens,Q263,Q295,29Q295,,P.S./I.S. 295,K-8,Yes,222-14 Jamaica Avenue,Fully Accessible,10 out of 10
29,Queens,Q268,Q009,75Q009,,P.S. 009,K-8,,92-07 175 Street,Fully Accessible,10 out of 10
29,Queens,Q268,Q268,29Q268,,P.S./I.S. 268,K-8,,92-07 175 Street,Fully Accessible,10 out of 10
29,Queens,Q270,Q004,75Q004,,P.S. Q004,K-8,Yes,233-15 Merrick Boulevard,Fully Accessible,10 out of 10
29,Queens,Q270,Q270,29Q270,,The Gordon Parks School,K-8,Yes,233-15 Merrick Boulevard,Fully Accessible,10 out of 10
29,Queens,Q420,Q248,29Q248,,Queens Preparatory Academy,High school,,143-10 Springfield Boulevard,Partially Accessible,8 out of 10
29,Queens,Q420,Q265,29Q265,,Excelsior Preparatory High School,High school,,143-10 Springfield Boulevard,Partially Accessible,8 out of 10
29,Queens,Q420,Q272,29Q272,,George Washington Carver High School for the Sciences,High school,,143-10 Springfield Boulevard,Partially Accessible,8 out of 10
29,Queens,Q420,Q283,29Q283,,Preparatory Academy for Writers: A College Board School,Secondary School,,143-10 Springfield Boulevard,Partially Accessible,8 out of 10
29,Queens,Q490,Q243,29Q243,,Institute for Health Professions at Cambria Heights,High school,,207- 01 116Th  Avenue,Fully Accessible,9 out of 10
29,Queens,Q490,Q313,29Q313,,Benjamin Franklin High School for Finance & Information Technology,High school,,207- 01 116Th  Avenue,Fully Accessible,9 out of 10
29,Queens,Q490,Q492,29Q492,,"Mathematics, Science Research and Technology Magnet High School",High school,,207- 01 116Th  Avenue,Fully Accessible,9 out of 10
29,Queens,Q490,Q498,29Q498,,"Health, Arts, Robotics, and Technology High School",High school,,207- 01 116Th  Avenue,Fully Accessible,9 out of 10
29,Queens,Q633,Q327,29Q327,,Eagle Academy for Young Men III,Secondary School,,171-10 Linden Boulevard,Partially Accessible,1 out of 10
30,Queens,Q002,Q002,30Q002,,P.S. 002 Alfred Zimberg,Elementary,Yes,75-10 21 Avenue,Fully Accessible,9 out of 10
30,Queens,Q010,Q010,30Q010,,I.S. 010 Horace Greeley,Junior High-Intermediate-Middle,,45-11 31St Ave,Partially Accessible,3 out of 10
30,Queens,Q011,Q011,30Q011,,P.S. 011 Kathryn Phelan,Elementary,Yes,54-25 Skillman Avenue,Fully Accessible,10 out of 10
30,Queens,Q011,Q255,75Q255,,P.S. Q255,K-12 all grades,,54-25 Skillman Avenue,Fully Accessible,10 out of 10
30,Queens,Q017,Q017,30Q017,,P.S. 017 Henry David Thoreau,Elementary,Yes,28-37 29 Street,Partially Accessible,1 out of 10
30,Queens,Q017,Q300,30Q300,,The 30th Avenue School (G&T Citywide),K-8,,28-37 29 Street,Partially Accessible,1 out of 10
30,Queens,Q069,Q069,30Q069,,P.S. 069 Jackson Heights,Elementary,Yes,77-02 37 Avenue,Fully Accessible,9 out of 10
30,Queens,Q070,Q004,75Q004,,P.S. Q004,K-8,Yes,30-44 43Rd Street,Fully Accessible,9 out of 10
30,Queens,Q070,Q070,30Q070,,P.S. 070,Elementary,Yes,30-44 43Rd Street,Fully Accessible,9 out of 10
30,Queens,Q076,Q076,30Q076,,P.S. 076 William Hallet,Elementary,Yes,36-36 10 Street,Partially Accessible,4 out of 10
30,Queens,Q076,Q277,75Q277,,The Riverview School,K-12 all grades,,36-36 10 Street,Partially Accessible,4 out of 10
30,Queens,Q112,Q112,30Q112,,P.S. 112 Dutch Kills,Elementary,Yes,25-05 37 Avenue,Partially Accessible,8 out of 10
30,Queens,Q145,Q145,30Q145,,I.S. 145 Joseph Pulitzer,Junior High-Intermediate-Middle,,33-34 80 Street,Fully Accessible,9 out of 10
30,Queens,Q148,Q148,30Q148,,P.S. 148 Queens,Elementary,Yes,89-02 32 Avenue,Partially Accessible,6 out of 10
30,Queens,Q149,Q149,30Q149,,P.S. 149 Christa McAuliffe,Elementary,Yes,93-11 34 Avenue,Partially Accessible,7 out of 10
30,Queens,Q150,Q150,30Q150,,P.S. 150 Queens,Elementary,Yes,40-01 43 Avenue,Partially Accessible,8 out of 10
30,Queens,Q152,Q152,30Q152,,P.S. 152 Gwendoline N. Alleyne School,Elementary,Yes,33-52 62 Street,Partially Accessible,8 out of 10
30,Queens,Q166,Q166,30Q166,,P.S. 166 Henry Gradstein,Elementary,Yes,33-09 35 Avenue,Partially Accessible,7 out of 10
30,Queens,Q212,Q212,30Q212,,P.S. 212,Elementary,Yes,34-25 82 Street,Fully Accessible,10 out of 10
30,Queens,Q222,Q222,30Q222,,P.S. Q222 - Fire Fighter Christopher A. Santora School,Early Childhood,Yes,86-15 37 Avenue,Fully Accessible,10 out of 10
30,Queens,Q227,Q227,30Q227,,I.S. 227 Louis Armstrong,Junior High-Intermediate-Middle,,32-02 Junction Boulevard,Fully Accessible,9 out of 10
30,Queens,Q227,Q811,75Q811,,P.S. Q811,K-12 all grades,,32-02 Junction Boulevard,Fully Accessible,9 out of 10
30,Queens,Q228,Q228,30Q228,,The Ivan Lafayette Early Childhood School of the Arts,Early Childhood,Yes,32-63 93 Street,Fully Accessible,10 out of 10
30,Queens,Q230,Q230,30Q230,,I.S. 230,Junior High-Intermediate-Middle,,73-10 34 Avenue,Fully Accessible,10 out of 10
30,Queens,Q234,Q234,30Q234,,P.S. 234,Elementary,Yes,30-14 30 Street,Fully Accessible,10 out of 10
30,Queens,Q234,Q235,30Q235,,Academy for New Americans,Junior High-Intermediate-Middle,,30-14 30 Street,Fully Accessible,10 out of 10
30,Queens,Q292,Q092,30Q092,,P.S. 092 Harry T. Stewart Sr.,Elementary,Yes,99-01 34 Avenue,Fully Accessible,9 out of 10
30,Queens,Q339,Q361,30Q361,,The Woodside Community School,Elementary,Yes,39-07 57Th Street,Fully Accessible,10 out of 10
30,Queens,Q375,Q384,30Q384,,Hunters Point Elementary School,Elementary,Yes,1-35 57 Avenue,Fully Accessible,10 out of 10
30,Queens,Q398,Q398,30Q398,,The Hector Figueroa School,Elementary,Yes,69-01 34Th Avenue,Fully Accessible,10 out of 10
30,Queens,Q404,Q277,75Q277,,The Riverview School,K-12 all grades,,1-50 51St Avenue,Fully Accessible,10 out of 10
30,Queens,Q404,Q291,30Q291,,Hunters Point Community Middle School,Junior High-Intermediate-Middle,,1-50 51St Avenue,Fully Accessible,10 out of 10
30,Queens,Q404,Q301,30Q301,,Academy for Careers in Television and Film,High school,,1-50 51St Avenue,Fully Accessible,10 out of 10
30,Queens,Q452,Q450,30Q450,,Long Island City High School,High school,,14-30 Broadway,Fully Accessible,10 out of 10
30,Queens,Q452,Q993,75Q993,,P.S. Q993,K-12 all grades,,14-30 Broadway,Fully Accessible,10 out of 10
